cost,accuracy,delay
2.30251407623291,0.1190476194024086,20.291332721710205
2.3024566173553467,0.09740259498357773,14.785528182983398
2.3023858070373535,0.12121212482452393,19.872994661331177
2.30230712890625,0.10822510719299316,14.057319164276123
2.302203893661499,0.10606060922145844,14.959795475006104
2.3020999431610107,0.10606060922145844,13.365506649017334
2.302006721496582,0.10606060922145844,12.941192388534546
2.301913261413574,0.10173159837722778,13.877577304840088
2.3017430305480957,0.16017316281795502,13.744662523269653
2.301483392715454,0.10606060922145844,13.3278968334198
2.301206588745117,0.10606060922145844,13.474695444107056
2.3007407188415527,0.10606060922145844,13.237008094787598
2.300173759460449,0.10606060922145844,12.822681665420532
2.299205780029297,0.10606060922145844,12.745539903640747
2.2974021434783936,0.1190476194024086,12.760188341140747
2.2934458255767822,0.21212121844291687,15.00008511543274
2.286306619644165,0.36796537041664124,12.664740562438965
2.271855592727661,0.3896103799343109,12.478815793991089
2.239570379257202,0.3095238208770752,13.438765287399292
2.179981231689453,0.29870128631591797,12.889376163482666
2.0729517936706543,0.3246753215789795,13.349772691726685
1.9344148635864258,0.3658008575439453,12.987322330474854
1.759948492050171,0.5,13.972736358642578
1.5829753875732422,0.6277056336402893,12.946254014968872
1.402005910873413,0.6601731777191162,14.724541664123535
1.238569736480713,0.709956705570221,13.135332345962524
1.0915300846099854,0.7359307408332825,12.714300870895386
0.9650132060050964,0.7575757503509521,12.820214033126831
0.8577790856361389,0.7857142686843872,12.850598096847534
0.7954486608505249,0.7770562767982483,13.074865102767944
0.689193606376648,0.8138527870178223,14.095398426055908
0.636506199836731,0.8181818127632141,13.432523250579834
0.5823526382446289,0.8376623392105103,12.822865962982178
0.5486307144165039,0.8463203310966492,12.931410789489746
0.5157743692398071,0.8528138399124146,13.495460987091064
0.4820859730243683,0.8614718317985535,13.3191237449646
0.4496147930622101,0.8679653406143188,12.935730934143066
0.42572852969169617,0.8831169009208679,13.29125428199768
0.40376752614974976,0.8614718317985535,12.964105606079102
0.3755517899990082,0.8852813839912415,12.96157431602478
