cost,accuracy,delay
2.302600860595703,0.09728506952524185,21.227676153182983
2.302539587020874,0.09728506952524185,12.334855079650879
2.3025004863739014,0.10407239943742752,11.940400123596191
2.302395820617676,0.10407239943742752,12.648536205291748
2.302304744720459,0.13348416984081268,12.264884233474731
2.3016037940979004,0.09728506952524185,12.101454019546509
2.3001208305358887,0.11085972934961319,12.331511974334717
2.296119213104248,0.18325792253017426,12.688057899475098
2.282804489135742,0.20361991226673126,12.690918684005737
2.256183385848999,0.3868778347969055,12.978473663330078
2.185565710067749,0.39819005131721497,12.120832681655884
2.066385507583618,0.3914027214050293,12.299213409423828
1.8821558952331543,0.5248869061470032,12.422322988510132
1.6574379205703735,0.540723979473114,12.320186853408813
1.4750261306762695,0.5542986392974854,12.096969842910767
1.3251615762710571,0.5769230723381042,12.308475971221924
1.2206391096115112,0.5837104320526123,12.4338698387146
1.1333314180374146,0.6063348650932312,12.486569881439209
1.078633189201355,0.6153846383094788,13.258396863937378
1.0118604898452759,0.6493212580680847,14.014898300170898
0.9913060665130615,0.6312217116355896,12.438907623291016
0.959547758102417,0.6334841847419739,11.986673831939697
0.9579197764396667,0.6402714848518372,12.327969789505005
0.9043928980827332,0.6606335043907166,12.087524175643921
0.8562450408935547,0.6900452375411987,12.350600719451904
0.8742889165878296,0.6561086177825928,12.509581565856934
0.8580226302146912,0.6787330508232117,13.967649936676025
0.8140855431556702,0.7058823704719543,16.5429630279541
0.7828167676925659,0.7171945571899414,14.756999969482422
0.783747136592865,0.7058823704719543,13.770319700241089
0.7656348943710327,0.7194570302963257,14.7435302734375
0.7206407189369202,0.7307692170143127,15.740321397781372
0.7325111627578735,0.7285068035125732,13.925776243209839
0.6907685399055481,0.7420814633369446,14.057331800460815
0.6887108087539673,0.7624434232711792,14.14805293083191
0.6682677865028381,0.766968309879303,14.760066032409668
0.6314139366149902,0.7714931964874268,16.095165252685547
0.6053887009620667,0.7624434232711792,17.652751445770264
0.6014916896820068,0.7624434232711792,18.06146216392517
0.602479875087738,0.7624434232711792,14.981622219085693
