cost,accuracy,delay
2.302570104598999,0.11038961261510849,21.94322156906128
2.3025102615356445,0.09740259498357773,13.165689706802368
2.30224347114563,0.09740259498357773,12.946946620941162
2.3012187480926514,0.12337662279605865,12.958407640457153
2.2972607612609863,0.25974026322364807,12.916192770004272
2.2849349975585938,0.16017316281795502,13.105302572250366
2.248856544494629,0.24025973677635193,12.821300268173218
2.1328916549682617,0.551948070526123,13.25364065170288
1.8437812328338623,0.6082251071929932,12.78711462020874
1.3982288837432861,0.6515151262283325,12.968786716461182
1.1281874179840088,0.7251082062721252,12.824870586395264
0.8939768075942993,0.7922077775001526,13.382688999176025
0.8132535815238953,0.7835497856140137,12.77474045753479
0.7569152116775513,0.7683982849121094,13.240420579910278
0.7138293385505676,0.7943723201751709,12.875118970870972
0.680610716342926,0.7857142686843872,13.088642358779907
0.6156272888183594,0.8181818127632141,13.714086532592773
0.6164647936820984,0.8181818127632141,14.64687991142273
0.5611910223960876,0.8246753215789795,12.744748592376709
0.5823554396629333,0.8073592782020569,13.19759464263916
0.5288907289505005,0.8333333134651184,12.773574352264404
0.48755237460136414,0.8484848737716675,12.850494861602783
0.4836063086986542,0.8463203310966492,12.789696216583252
0.46471893787384033,0.8419913649559021,12.936310768127441
0.4378194510936737,0.8484848737716675,13.067828893661499
0.4024929702281952,0.8658008575439453,12.809024095535278
0.4018666744232178,0.8679653406143188,12.7929048538208
0.3944976329803467,0.8701298832893372,13.029365062713623
0.3870900273323059,0.8766233921051025,13.081273317337036
0.35585665702819824,0.8896104097366333,12.80708360671997
0.33984366059303284,0.8917748928070068,12.84373927116394
0.32185208797454834,0.9047619104385376,12.761137247085571
0.32267117500305176,0.8939393758773804,13.11113691329956
0.3078455626964569,0.8961039185523987,13.23037314414978
0.29309865832328796,0.9069263935089111,12.813834428787231
0.2938557267189026,0.911255419254303,12.67595648765564
0.2689487934112549,0.9025974273681641,12.56214427947998
0.27137839794158936,0.9155844449996948,12.825393676757812
0.2672446668148041,0.911255419254303,13.269304037094116
0.23975148797035217,0.9199134111404419,12.766184568405151
