cost,accuracy,delay
2.302525758743286,0.11777777969837189,17.98475217819214
2.302450656890869,0.1111111119389534,13.110647678375244
2.3021671772003174,0.1111111119389534,12.971236228942871
2.3011536598205566,0.13333334028720856,12.937490463256836
2.297499418258667,0.19333332777023315,12.909230947494507
2.28601336479187,0.1599999964237213,13.11740517616272
2.2521867752075195,0.25333333015441895,12.821300268173218
2.1388425827026367,0.5177778005599976,13.364257335662842
1.866094946861267,0.5177778005599976,12.821611404418945
1.4613600969314575,0.5577777624130249,12.965086698532104
1.180079698562622,0.6600000262260437,12.855141639709473
0.9930815696716309,0.6555555462837219,13.413146257400513
0.9066585302352905,0.6688888669013977,12.806546688079834
0.8520829677581787,0.6977777481079102,13.172792196273804
0.8004522919654846,0.6977777481079102,12.88791561126709
0.7479779720306396,0.7355555295944214,13.057525396347046
0.7060441374778748,0.7288888692855835,13.691112041473389
0.7035351991653442,0.7488889098167419,14.634836673736572
0.6207192540168762,0.7555555701255798,12.728947162628174
0.6366240382194519,0.7688888907432556,13.124270915985107
0.5892331004142761,0.7799999713897705,12.590746402740479
0.5525201559066772,0.7911111116409302,12.932497024536133
0.5215272903442383,0.8111110925674438,12.800313949584961
0.5102554559707642,0.8199999928474426,12.954770565032959
0.49303138256073,0.8266666531562805,13.140514373779297
0.44634291529655457,0.8488888740539551,12.841660022735596
0.4322878122329712,0.8577777743339539,12.855241775512695
0.4262554943561554,0.8577777743339539,13.049840688705444
0.40418535470962524,0.8777777552604675,13.06439733505249
0.3779953420162201,0.8755555748939514,12.791772365570068
0.3515585958957672,0.8933333158493042,12.87026858329773
0.3418933153152466,0.9133333563804626,12.823555946350098
0.3383268713951111,0.8844444155693054,13.053386449813843
0.3267679810523987,0.9155555367469788,13.209707260131836
0.311807245016098,0.9066666960716248,12.720129013061523
0.3008856177330017,0.9177777767181396,12.612287759780884
0.29762929677963257,0.9066666960716248,12.510292291641235
0.28123021125793457,0.9266666769981384,12.726303577423096
0.2767890393733978,0.9288889169692993,13.175301313400269
0.26809173822402954,0.9222221970558167,12.866988897323608
